CustomerId,Geography,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,CreditLevel
15601324,France,1,0.0,2,1,1,87400.53,0,7
15575243,France,1,129068.54,2,1,1,187905.12,0,8
15580213,France,2,0.0,2,1,0,89402.54,0,5
15797475,France,3,86102.27,1,1,0,180134.88,1,8
15709487,Germany,5,80242.37,2,0,0,56780.97,0,7
15624667,France,6,135871.5,1,1,1,87219.41,0,7
15794849,Germany,7,91560.58,2,0,0,10541.38,0,10
15579706,France,5,0.0,1,1,0,77677.14,1,6
15723886,Germany,3,119714.25,2,0,1,150135.38,0,8
15741693,France,4,130661.96,1,1,1,101918.96,0,7
15810432,Spain,8,0.0,2,1,0,167155.36,0,9
15742638,France,4,0.0,2,0,1,42039.67,0,8
15590993,Spain,5,152212.88,2,0,0,120219.14,0,5
15675431,France,6,0.0,2,0,0,36536.93,0,5
15743016,Spain,7,141604.76,1,1,0,30379.6,0,5
15640454,Germany,0,120711.73,1,0,0,27345.18,1,7
15581323,Germany,7,139246.22,2,1,0,106799.49,0,3
15684645,Germany,9,62078.21,2,1,0,129050.67,0,7
15779529,France,7,0.0,2,1,1,34665.79,0,6
15812750,France,6,147360.0,1,1,1,25310.82,0,5
15596455,Spain,2,0.0,1,0,0,197789.83,1,4
15625761,Germany,8,127205.32,4,1,0,93874.87,1,6
15654772,France,6,89799.46,2,0,1,13783.77,1,6
15674851,France,5,0.0,2,0,0,105295.77,0,6
15793723,Germany,9,144272.07,2,1,0,176580.63,0,6
15810010,Germany,6,118448.15,2,1,0,53172.02,0,7
15773751,France,1,132144.35,1,1,0,158086.33,0,5
15621267,France,5,0.0,1,0,0,148769.08,0,6
15728456,France,3,0.0,1,1,0,42171.13,1,6
15607786,France,6,156551.63,1,0,1,4410.77,0,7
15769389,Germany,9,124723.92,1,1,0,73641.86,0,7
15581700,Germany,3,86920.86,1,1,1,150048.37,0,6
15772933,Spain,8,0.0,1,1,1,141677.33,0,5
15782144,France,3,0.0,2,1,1,3894.34,0,4
15767626,France,10,0.0,2,1,1,3797.79,0,9
15629390,France,7,135847.47,1,1,0,144880.81,0,6
15754105,France,5,106967.18,1,0,0,24495.03,0,6
15648989,France,4,126872.6,1,1,0,197266.58,0,10
15599081,Germany,8,102785.16,1,1,1,70323.68,0,4
15790782,Spain,6,132628.98,1,0,0,38812.67,0,7
15769254,Germany,9,101861.36,2,0,0,187011.96,0,8
15788480,Germany,0,122325.58,1,0,0,34712.34,1,9
15577985,France,5,112324.45,2,1,1,17993.43,0,5
15622478,France,7,105061.74,3,1,0,107815.31,1,7
15706365,France,9,102535.57,1,1,1,189543.19,0,6
15586680,France,4,176913.52,1,1,0,80587.27,0,3
15566790,France,8,129991.76,2,0,1,46041.08,0,5
15585067,Spain,9,108632.48,1,1,1,179485.96,1,6
15620746,France,4,126115.6,1,1,0,100998.5,0,6
15680752,France,0,0.0,1,1,1,80496.71,1,7
15633922,France,4,123217.66,2,0,1,144183.1,0,8
15682773,France,3,128345.69,2,1,0,63218.85,0,9
15591091,France,5,73348.56,1,1,0,157166.79,1,6
15676715,France,9,0.0,2,1,1,199493.38,0,6
15631868,Spain,2,153804.44,1,1,1,87213.33,0,8
15795124,Germany,9,94504.35,1,0,1,5078.9,0,8
15744843,Spain,6,144855.34,1,0,0,196555.32,0,5
15573876,Spain,8,0.0,2,1,0,71139.8,0,3
15628298,Spain,8,128486.11,1,1,0,179227.12,0,4
15666252,Spain,9,0.0,2,1,1,28714.34,0,7
15633950,France,1,101960.74,1,1,1,123547.28,0,8
15701206,Spain,5,0.0,2,1,0,66462.79,0,5
15697214,Spain,5,0.0,2,1,1,152979.14,0,7
15612050,Spain,8,168522.37,1,1,1,151310.16,0,5
15801658,France,6,104305.74,1,0,1,175750.21,0,5
15803415,France,3,166501.17,2,1,0,93835.64,0,5
15672756,France,8,112808.18,1,0,1,17848.3,0,8
15583353,Spain,3,0.0,1,1,0,38276.84,1,6
15571958,Spain,3,221532.8,1,1,0,171867.08,0,3
15590228,France,6,76467.16,1,1,1,173511.72,0,8
15655574,Germany,8,150777.1,1,1,0,114732.62,0,7
15566988,Germany,7,141535.52,1,1,0,50595.15,1,6
15724181,Spain,5,105603.21,2,1,1,157360.9,0,6
15603065,France,6,0.0,2,1,0,15766.1,0,8
15651802,Spain,5,97854.37,2,1,0,93536.38,0,6
15755178,France,1,0.0,3,1,1,191849.15,1,7
15609758,France,7,158621.04,1,1,0,120892.96,1,4
15653762,France,9,117301.66,1,0,0,182025.95,0,4
15645937,Spain,3,0.0,1,1,0,91044.47,0,9
15765643,France,6,124348.38,2,0,1,176984.34,0,8
15567246,Germany,3,102630.13,2,1,1,127433.47,0,7
15690175,Spain,0,0.0,2,0,0,189683.7,0,5
15785078,Spain,3,0.0,1,1,0,34542.41,0,8
15807003,France,10,191775.65,1,1,0,179657.83,0,8
15701524,France,0,0.0,2,1,0,46811.77,0,7
15695174,France,4,132954.64,1,1,1,146715.07,0,6
15593897,Spain,7,160599.06,2,1,1,28391.52,0,6
15787155,Spain,7,0.0,1,0,1,125010.24,0,4
15777352,Spain,7,169399.6,1,1,0,61936.22,0,5
15694200,France,8,178111.82,1,0,0,58719.63,1,7
15771997,France,10,75499.24,1,1,0,22184.14,0,9
15669301,Germany,6,150358.97,1,1,0,62454.01,1,9
15656613,France,3,131283.11,1,0,0,130500.65,0,6
15753831,Spain,7,100433.8,1,1,1,39768.59,0,6
15600710,France,0,0.0,1,1,0,32589.45,0,6
15755678,France,2,0.0,2,0,0,42763.12,1,4
15728912,France,6,92436.86,1,1,0,126033.9,0,5
15583736,Germany,4,81795.74,2,1,0,90106.94,0,10
15653857,France,2,0.0,2,1,1,148528.24,0,4
15748673,France,9,0.0,2,0,0,22710.72,0,9
15744295,France,1,94773.11,1,1,0,114279.63,0,8
15696859,France,10,0.0,2,0,0,172175.9,0,3
15761886,France,4,172381.8,1,1,1,86480.29,0,8
15755138,France,8,0.0,2,1,1,55593.8,0,10
15664907,France,1,0.0,1,1,0,21312.16,1,4
15745624,France,4,0.0,2,1,0,94845.45,0,10
15780128,France,3,144427.96,2,1,0,113845.19,0,7
15780215,France,6,0.0,2,1,1,2382.61,0,6
15645463,France,5,0.0,2,1,1,67494.23,0,10
15750248,France,8,132292.63,1,1,0,65682.93,0,6
15785488,Spain,9,0.0,2,1,1,110043.88,0,7
15766659,Spain,5,0.0,2,1,0,161002.29,0,4
15635197,Germany,5,90402.77,1,1,1,3298.65,0,6
15744423,France,5,0.0,2,1,0,84871.99,0,5
15575060,France,5,0.0,2,1,0,182257.61,0,9
15779627,Germany,0,134644.19,1,1,1,70381.49,0,5
15684440,Germany,2,98986.28,1,1,1,55867.38,0,5
15630244,France,10,134320.23,2,1,0,150757.35,0,3
15622507,Germany,3,103499.09,2,0,0,38153.19,0,8
15633419,Germany,1,143124.63,2,1,0,81723.8,0,6
15760849,France,2,0.0,2,1,1,137651.6,0,4
15762615,Spain,8,101993.12,1,0,1,94774.12,0,5
15688074,Germany,1,125013.72,1,1,1,187658.09,0,9
15722010,Spain,9,170491.84,1,1,0,35588.07,1,6
15695356,France,5,0.0,2,1,0,179908.71,0,8
15666096,Spain,4,0.0,1,0,1,107955.67,0,7
15588461,France,4,0.0,1,1,0,8816.37,0,7
15663921,France,7,0.0,2,1,1,163691.48,0,2
15677305,France,7,107749.03,1,1,1,3937.37,0,3
15711602,France,3,91711.59,1,1,1,95393.43,0,7
15636105,Spain,2,0.0,2,1,1,43982.41,0,8
15748360,Germany,10,122196.99,2,1,1,182099.71,0,6
15711218,Germany,2,121704.32,2,1,0,55556.3,0,6
15778049,Germany,6,117412.35,1,0,0,30338.94,0,6
15671097,France,2,0.0,2,1,0,54487.43,0,2
15796569,Spain,10,0.0,1,0,1,47729.33,0,10
15694765,Germany,6,113882.33,1,1,0,195813.81,1,6
15692929,Germany,10,113657.41,2,0,1,139946.68,1,9
15749947,France,7,0.0,2,1,1,66548.58,0,7
15672027,Germany,10,102185.42,2,1,0,23231.93,0,8
15654074,France,8,119315.75,1,1,0,150468.35,0,6
15582847,France,0,0.0,2,0,1,72929.96,0,7
15768777,Spain,4,0.0,2,1,1,60688.38,0,4
15769191,France,8,132387.91,2,1,1,170360.11,0,4
15595162,Spain,8,122570.69,1,0,0,199005.88,0,7
15677324,Germany,9,124730.26,1,1,1,51999.5,0,7
15757981,France,8,0.0,1,1,1,163331.65,0,8
15658693,France,2,0.0,2,0,1,60615.83,0,10
15694995,France,2,0.0,2,0,1,66795.78,0,7
15632324,France,7,0.0,2,1,1,162347.05,0,5
15706232,France,9,0.0,1,1,1,106340.66,1,5
15732266,Germany,5,127997.83,1,1,0,165378.66,1,5
15612465,Spain,9,100628.0,2,1,1,190263.78,0,7
15733705,France,8,92472.1,2,0,1,126434.61,0,5
15733261,Spain,6,0.0,1,1,0,25488.43,1,7
15594827,France,1,124619.33,2,0,1,163667.56,0,7
15760085,Germany,10,126384.42,1,1,1,198129.36,0,7
15649992,Spain,7,134714.7,2,0,1,190419.81,0,7
15808228,Spain,6,60603.4,1,1,1,178045.97,0,9
15814675,Germany,8,128264.03,1,1,0,61792.76,1,6
15799932,France,10,0.0,2,1,1,156906.15,0,9
15777436,Spain,5,0.0,2,1,0,9561.73,0,7
15642991,Spain,7,0.0,2,1,0,23237.25,0,10
15711130,France,2,0.0,2,1,0,99593.28,0,8
15665168,Germany,3,105206.7,2,1,1,163558.36,0,7
15748327,Germany,6,118235.7,2,0,0,157137.23,0,8
15717706,France,3,106045.92,2,1,1,17938.0,0,9
15770405,France,5,125167.74,1,1,0,199104.52,0,6
15574910,France,2,115625.07,1,1,0,185855.21,0,5
15727490,France,5,0.0,1,0,1,107243.31,1,7
15701537,France,2,0.0,1,1,1,166513.49,1,8
15811877,France,4,0.0,2,1,0,130789.15,0,7
15699257,Spain,2,143145.87,2,1,0,43612.06,0,6
15776467,Spain,8,14262.8,2,1,0,54689.16,0,7
15769596,Germany,2,110407.44,2,0,0,15832.43,1,7
15650237,Spain,7,0.0,2,1,0,89520.75,0,8
15742534,Germany,2,123802.98,2,1,1,155846.69,0,4
15658987,France,4,96173.17,2,1,1,116378.31,0,5
15602731,France,5,0.0,1,1,0,134889.95,1,8
15784323,France,7,0.0,2,0,0,175743.92,0,3
15741403,Spain,1,171848.38,1,0,0,16957.45,0,7
15706537,Germany,7,111396.97,1,0,1,191070.01,0,5
15601688,France,8,0.0,1,1,0,159254.29,0,4
15761497,Spain,1,163760.82,1,0,0,157381.14,1,8
15694860,France,6,68065.8,1,0,0,138777.0,1,7
15654959,Spain,6,158719.57,1,1,1,118607.4,0,7
15766047,France,2,91621.69,1,1,1,71139.31,0,8
15642093,France,7,0.0,2,1,0,153566.97,0,6
15596800,Germany,1,158456.76,1,1,1,197000.92,1,9
15659325,Spain,5,0.0,2,1,1,175043.69,0,9
15791114,France,1,135179.49,1,1,0,160670.37,0,7
15618774,France,3,0.0,1,1,0,108409.17,1,3
15760662,Germany,2,87212.8,1,1,1,994.86,0,4
15757568,France,6,0.0,1,1,1,137739.45,0,7
15588123,France,2,0.0,2,0,1,114685.92,0,7
15683553,France,5,0.0,2,0,0,116978.19,0,9
15810075,France,6,130694.89,2,1,1,153955.38,1,6
15640686,France,5,95872.86,1,1,0,98273.01,1,7
15768682,Spain,3,0.0,1,1,1,105997.25,0,6
15644934,France,9,105522.06,1,1,0,10842.46,0,3
15815043,Spain,8,0.0,2,1,0,162012.6,0,6
15747724,Spain,10,0.0,1,1,0,23235.38,0,7
15700696,Spain,9,79019.8,1,1,1,18606.23,0,8
15742229,France,7,127450.14,1,0,1,67552.71,0,5
15798850,France,7,0.0,2,1,0,4660.91,0,5
15752137,France,7,134944.0,1,1,1,117036.38,0,6
15690007,Germany,9,125801.03,2,1,0,60891.8,1,2
15651272,France,5,0.0,2,1,1,81452.29,0,7
15778157,Spain,8,90721.52,2,1,0,109296.18,0,5
15592846,Germany,10,128173.9,2,1,0,59093.39,0,6
15638513,France,7,142856.95,2,0,0,38019.74,0,8
15656148,Germany,4,115046.74,4,1,0,119346.88,1,1
15805104,France,6,0.0,2,0,1,107867.38,0,8
15680430,Germany,4,96252.98,2,1,0,104263.82,0,5
15637774,France,5,73494.21,1,0,0,136301.1,0,5
15719276,Spain,6,74371.49,1,0,0,99595.67,0,8
15612478,France,10,0.0,3,1,0,171045.35,1,4
15599591,Germany,7,88477.36,2,1,0,58632.37,0,5
15810864,France,2,0.0,2,0,1,182055.36,0,7
15791268,Spain,0,122447.76,1,0,0,67339.34,0,5
15581968,France,1,0.0,2,1,1,174431.01,0,8
15583668,France,2,109471.79,1,0,1,175161.05,0,8
15658946,Germany,10,45408.85,2,1,0,18732.91,0,5
15629551,Germany,9,126104.98,2,0,1,110718.02,0,6
15646513,France,5,0.0,1,1,0,196466.83,1,9
15705663,Germany,5,144550.83,2,1,1,189664.43,0,7
15768945,France,1,62092.9,1,1,1,105887.04,0,6
15683657,France,0,79340.95,1,1,0,78255.86,0,5
15689294,Germany,3,105934.96,1,1,0,82463.69,0,7
15568449,Spain,7,143006.7,1,1,1,15650.89,0,7
15700424,France,5,0.0,1,1,1,54209.02,0,3
15765846,Spain,2,94222.53,1,1,0,103570.8,0,9
15666975,France,4,116085.06,1,1,0,58601.61,0,7
15801411,Spain,4,0.0,1,1,0,5549.11,1,6
15574237,France,8,0.0,2,1,1,110114.19,0,5
15618182,France,2,0.0,2,0,0,115068.99,0,7
15776545,France,10,200724.96,1,0,1,82872.64,1,7
15633944,Spain,3,136659.74,1,1,1,14187.78,0,6
15631070,Germany,9,154393.43,1,1,1,137674.96,1,7
15625080,Spain,8,0.0,1,1,0,173912.29,1,8
15656707,Spain,2,123200.78,1,1,1,180712.28,0,8
15780140,Germany,2,57017.06,2,1,1,5907.11,0,2
15703728,Spain,4,0.0,1,1,0,121798.52,1,7
15762392,Spain,1,113257.2,1,1,1,65035.02,0,7
15637235,Spain,8,0.0,2,0,0,91340.02,0,9
15785373,Spain,5,190305.78,1,1,0,99347.8,1,8
15626414,France,6,98862.54,1,1,0,151516.7,0,7
15701439,Spain,1,0.0,4,1,0,88566.9,1,7
15722993,France,6,137963.07,1,0,0,8996.79,0,7
15808971,Spain,9,0.0,2,1,1,135502.77,0,7
15685947,Germany,0,115915.53,2,0,1,125435.47,1,5
15614302,Germany,10,125837.86,2,1,0,189392.66,0,7
15678206,France,6,161798.53,1,1,0,182944.47,0,3
15612092,Germany,8,105397.8,1,1,0,78111.84,1,6
15712877,Spain,1,0.0,2,1,0,52462.25,0,8
15707219,France,4,0.0,2,0,1,123318.37,0,10
15658364,Germany,1,134590.21,1,1,1,46253.65,0,9
15746902,Spain,9,0.0,2,1,0,88225.02,0,9
15683416,Germany,8,97750.07,3,1,1,193014.26,1,5
15691483,France,5,0.0,2,0,0,190857.79,0,5
15737414,France,4,123761.68,1,1,0,83910.4,0,6
15659486,Germany,9,74309.81,1,1,0,15034.93,0,5
15749583,Germany,2,93569.86,3,0,0,10137.34,1,7
15714256,France,7,109805.3,1,0,1,163625.56,0,7
15810834,Spain,2,145965.33,1,1,1,64448.36,0,4
15587913,Spain,4,0.0,2,1,0,132368.47,0,8
15589572,Spain,4,129855.72,2,1,0,170214.82,1,9
15752342,Germany,6,133656.91,3,1,0,145071.33,1,7
15737408,France,6,109941.51,1,1,0,116267.28,0,7
15576368,Germany,3,122388.38,2,0,0,30020.09,0,6
15607065,France,9,91835.16,1,0,0,138280.17,0,8
15736578,France,1,0.0,1,1,1,28184.7,0,4
15723827,France,4,114779.35,1,0,0,183171.47,0,7
15690620,France,10,46323.57,1,1,0,136812.02,0,7
15587297,France,7,0.0,2,1,1,85411.01,0,4
15646615,Germany,1,119336.29,2,0,1,58976.85,0,5
15806327,France,3,75893.11,2,1,0,132562.23,0,9
15709199,Spain,1,0.0,1,1,1,184118.73,0,4
15663168,France,8,110934.54,1,1,0,169287.99,0,7
15792668,Germany,7,109908.06,2,1,0,115037.67,1,7
15730673,Germany,7,122265.24,1,1,0,138552.74,0,5
15632503,France,0,148326.09,1,1,0,191604.27,1,5
15795246,Germany,9,155903.82,2,1,1,71159.84,0,6
15582519,France,6,121797.09,1,0,1,5811.9,1,3
15694409,Germany,3,97975.82,2,0,1,62083.0,0,6
15645353,France,1,0.0,1,1,0,29818.2,0,6
15748414,Spain,8,114634.63,2,1,0,110114.38,1,4
15797748,France,5,0.0,2,0,1,9200.54,0,8
15603135,Germany,3,95727.05,1,0,0,97939.4,1,6
15799626,Germany,4,126345.55,1,0,1,17323.0,1,6
15754053,France,7,0.0,3,1,1,82782.08,0,8
15749328,France,1,0.0,2,1,0,46807.62,1,7
15709354,France,2,0.0,2,1,1,113089.43,0,4
15715667,France,7,0.0,2,0,0,155227.0,0,10
15777994,France,3,0.0,2,1,1,145355.11,0,8
15600392,France,8,123845.36,2,0,1,170454.93,1,8
15568240,Germany,10,77168.87,2,0,1,146700.22,0,3
15723654,France,2,135903.33,1,1,0,73656.38,0,9
15764654,France,9,87374.88,2,1,1,247.36,0,6
15646609,France,1,142645.43,1,0,0,69132.66,0,8
15783463,France,1,0.0,2,1,0,45443.68,0,7
15798666,France,6,0.0,2,1,1,98657.01,0,9
15581102,France,8,0.0,2,0,1,142670.61,0,5
15749019,Germany,6,93796.42,2,1,1,162321.26,0,4
15693690,Spain,7,115532.52,1,1,0,196257.67,0,5
15703019,France,10,0.0,2,0,1,113597.64,0,5
15613772,France,3,135096.77,1,1,1,14353.43,1,4
15773013,France,0,0.0,1,1,1,6342.84,1,6
15746183,France,4,0.0,2,1,1,157549.6,0,5
15744770,France,2,0.0,2,0,0,86414.41,0,6
15679651,Spain,1,136689.66,1,1,0,197890.65,0,9
15605263,France,5,140931.57,1,0,1,10921.5,0,5
15700383,France,7,115651.6,2,1,1,104706.29,0,8
15622182,Germany,3,153538.13,2,1,0,110776.01,0,6
15707242,Spain,5,0.0,2,0,0,146703.36,0,4
15779743,France,7,0.0,2,1,0,29761.29,0,6
15599386,Germany,5,71097.23,1,1,1,130504.49,0,6
15643865,France,3,92055.36,1,0,1,164652.02,1,5
15793317,Spain,7,141287.15,1,1,0,118142.79,0,4
15672053,Spain,2,0.0,2,0,0,58010.98,0,4
15695846,France,6,0.0,2,1,1,130928.22,0,7
15676094,France,6,0.0,1,1,1,140268.45,0,4
15734942,Germany,8,82407.51,1,1,0,13123.41,0,4
15730810,Spain,9,100524.69,1,1,1,47298.95,0,6
15623791,Spain,3,109740.62,1,1,0,141896.74,0,6
15628205,Germany,1,101736.66,1,0,1,195651.66,0,5
15650266,Germany,2,146186.28,2,1,1,193974.47,0,7
15576517,Germany,7,131082.17,2,1,1,70618.0,0,3
15803352,Germany,3,155736.42,2,1,1,57751.21,0,6
15689412,France,7,127849.38,1,1,0,15798.7,0,6
15670528,Germany,0,132217.45,1,1,0,20955.03,1,9
15660636,Spain,8,0.0,2,1,0,3560.0,0,4
15638028,Germany,4,127237.25,2,0,1,143317.42,0,5
15666675,France,7,155062.8,1,1,1,16460.77,0,8
15633640,France,4,161209.66,1,1,1,89081.41,0,9
15700209,France,9,97009.15,1,1,1,85101.0,0,3
15724876,France,5,83714.41,1,1,1,33245.97,0,5
15789546,Spain,8,0.0,2,1,0,126561.07,0,6
15742285,France,6,118756.62,1,1,1,20367.68,0,5
15813113,Spain,5,0.0,1,1,0,35418.69,1,9
15660980,Spain,6,115702.67,2,1,1,25059.05,0,5
15643188,Germany,7,114603.76,2,1,0,153194.32,1,7
15604482,Spain,2,141040.01,1,1,1,5978.2,0,10
15772381,Germany,8,92219.21,1,1,0,99106.97,0,5
15790678,France,8,119023.28,1,1,0,100816.29,0,3
15639946,Germany,8,162532.14,3,1,0,36051.46,1,5
15692631,Spain,8,115557.0,1,0,1,127506.76,0,5
15594878,Spain,5,28082.95,1,1,0,69586.27,1,7
15718443,France,3,0.0,2,1,0,36692.17,0,4
15629739,Germany,8,100375.39,1,1,1,90384.26,0,6
15592716,France,2,0.0,1,1,0,129013.59,1,5
15793331,France,5,133050.97,2,1,0,89385.92,0,9
15635244,France,6,0.0,2,1,1,98998.61,0,8
15603880,Germany,1,114141.64,1,1,1,60988.21,1,4
15741745,France,7,120911.75,2,1,1,131249.46,0,8
15591047,Spain,6,157296.02,2,0,0,147278.43,1,4
15699797,France,8,174356.13,1,0,0,31928.5,0,8
15639669,France,9,127157.04,1,1,1,155700.15,0,8
15682928,Spain,4,65521.2,1,1,1,1243.97,0,7
15694890,France,1,124271.26,1,1,0,75969.19,0,5
15586517,France,5,97041.16,1,1,1,23132.73,0,6
15778975,Germany,1,96947.58,3,1,0,62282.99,1,10
15720893,Spain,9,0.0,2,0,0,26057.08,0,6
15721569,Germany,8,119327.93,1,0,1,119439.66,0,7
15686461,France,7,121235.05,2,1,1,116253.1,0,5
15761023,Germany,2,120847.11,1,1,0,7611.61,1,5
15786199,France,2,133040.32,1,1,1,110299.78,0,4
15624374,France,9,0.0,2,0,1,2151.17,0,7
15635143,France,2,56726.83,2,0,1,185543.35,0,8
15636820,Germany,8,104149.66,1,1,0,62027.9,0,8
15792722,France,8,64897.75,1,1,0,114996.33,0,6
15653696,France,9,0.0,2,0,0,94141.75,0,4
15809309,Spain,5,154251.67,1,0,1,118319.5,0,7
15710315,Germany,4,135759.4,1,0,0,112813.79,1,4
15707110,Germany,2,170890.05,2,1,0,41758.9,0,7
15577423,Germany,5,124586.93,1,1,0,93132.61,1,6
15623730,France,1,0.0,1,0,1,86330.32,0,9
15607990,Spain,6,175735.5,1,1,1,157337.29,0,8
15644788,France,5,0.0,2,1,0,189528.72,0,8
15642002,France,6,117707.18,2,0,0,95277.15,1,5
15783398,Spain,7,115309.75,1,1,0,111421.77,0,4
